Player,Matches Played,Avg Runs per Match,Strike Rate,Batting Position,Opponent Team,Venue,Previous Match Runs,Form (Last 5 Innings Avg.),Predicted Runs
Sarfaraz Khan,97,39.64,177.89,5,DC,Narendra Modi,44,86.02,76
Ravindra Jadeja,261,30.08,127.13,6,RR,Eden Gardens,52,45.71,42
Kyle Mayers,244,41.53,152.34,1,LSG,Eden Gardens,59,48.71,41
Chetan Sakariya,42,25.19,159.08,1,PBKS,DY Patil,109,43.35,29
Deepak Hooda,132,25.62,111.82,6,KKR,Arun Jaitley,58,17.93,24
Ben Stokes,232,31.05,125.4,6,DC,Arun Jaitley,66,39.63,37
Sam Curran,182,46.76,153.42,7,CSK,M. A. Chidambaram,78,65.57,51
Josh Inglis,191,48.63,115.62,1,LSG,Chinnaswamy,108,71.83,73
Matthew Wade,197,43.31,100.18,6,RCB,M. A. Chidambaram,113,19.25,40
Chetan Sakariya,89,44.84,157.63,3,SRH,Narendra Modi,24,89.61,58
Harry Brook,205,38.63,157.83,5,RCB,Wankhede,15,72.6,68
Dawid Malan,130,34.48,108.32,2,PBKS,Chinnaswamy,12,56.73,58
Washington Sundar,21,29.21,173.3,1,KKR,Eden Gardens,49,78.42,55
Axar Patel,46,52.52,128.14,4,LSG,DY Patil,45,72.34,59
Manish Pandey,172,21.95,103.6,1,GT,M. A. Chidambaram,52,12.24,26
Devon Conway,73,41.86,104.3,6,GT,Chinnaswamy,40,82.1,63
Faf du Plessis,231,28.12,141.24,2,KKR,Narendra Modi,89,59.05,57
Krunal Pandya,138,31.65,153.94,4,SRH,Eden Gardens,107,51.27,34
Riyan Parag,232,41.9,180.0,3,PBKS,Wankhede,12,73.35,64
Ajinkya Rahane,26,52.86,126.96,5,RR,Arun Jaitley,87,80.32,59
KL Rahul,173,49.63,141.86,5,DC,Eden Gardens,1,61.84,49
Glenn Maxwell,159,24.53,178.76,6,LSG,Chinnaswamy,86,51.41,35
Rohit Sharma,170,52.22,156.19,2,PBKS,M. A. Chidambaram,55,45.33,39
Kane Williamson,45,39.98,111.64,1,GT,Narendra Modi,80,42.7,35
Rahmanullah Gurbaz,261,40.52,159.75,3,RR,DY Patil,44,15.93,18
Hardik Pandya,210,54.5,102.67,3,RR,Eden Gardens,119,25.77,31
Ravindra Jadeja,125,45.7,177.46,2,SRH,Narendra Modi,46,43.21,56
Shikhar Dhawan,91,48.59,105.71,6,SRH,Chinnaswamy,67,75.98,59
Rahul Tripathi,124,50.88,133.91,5,RR,DY Patil,49,44.89,52
Tim David,133,45.75,178.72,5,RR,M. A. Chidambaram,77,61.24,53
Kyle Mayers,207,45.03,116.55,1,RR,Eden Gardens,26,79.2,68
Rilee Rossouw,84,38.05,163.23,3,LSG,Arun Jaitley,95,63.92,55
Axar Patel,22,42.33,149.67,7,LSG,Chinnaswamy,88,86.0,71
Krunal Pandya,42,28.36,153.65,1,RCB,Eden Gardens,5,46.92,49
Suyash Sharma,170,48.59,178.59,7,DC,Narendra Modi,16,81.76,58
Mayank Agarwal,90,38.53,126.83,4,KKR,M. A. Chidambaram,51,84.91,67
Rinku Singh,193,30.43,130.94,5,MI,Chinnaswamy,1,26.47,22
Chetan Sakariya,266,37.31,133.48,1,CSK,Wankhede,80,19.33,38
Suyash Sharma,115,44.58,169.32,4,DC,Arun Jaitley,25,45.43,51
Harpreet Singh,170,43.87,132.27,3,RCB,Narendra Modi,14,23.6,47
Jitesh Sharma,278,45.91,134.56,6,RCB,M. A. Chidambaram,80,10.41,29
Prithvi Shaw,137,27.89,124.42,2,KKR,Wankhede,40,72.77,48
Manish Pandey,131,48.63,122.2,4,KKR,Wankhede,25,23.54,34
Ravindra Jadeja,200,41.3,154.48,7,SRH,Narendra Modi,53,19.65,22
Krunal Pandya,45,46.95,144.92,7,MI,Chinnaswamy,44,86.17,67
Suyash Sharma,178,20.15,137.22,4,GT,Wankhede,6,27.29,27
Krunal Pandya,246,45.5,150.1,2,SRH,Narendra Modi,80,33.4,34
Shivam Dube,146,31.14,132.5,2,RR,DY Patil,84,79.09,69
Harry Brook,179,37.63,104.16,1,DC,M. A. Chidambaram,22,65.59,54
Rilee Rossouw,42,44.15,112.65,3,GT,Eden Gardens,50,20.43,35
Rinku Singh,282,32.54,179.71,3,PBKS,Narendra Modi,57,45.51,37
Sarfaraz Khan,193,47.07,171.05,3,DC,Arun Jaitley,115,51.03,45
Prithvi Shaw,125,49.84,180.0,3,SRH,DY Patil,34,67.44,73
Rinku Singh,147,42.28,136.13,5,PBKS,Eden Gardens,3,60.36,49
Ajinkya Rahane,35,22.48,147.23,1,KKR,Wankhede,36,80.94,50
David Warner,10,47.67,121.35,7,LSG,Chinnaswamy,104,76.03,64
Noor Ahmad,269,39.43,166.04,2,KKR,Chinnaswamy,76,65.44,66
Ben Stokes,77,22.53,121.04,6,PBKS,DY Patil,98,63.25,48
Ajinkya Rahane,230,28.13,132.29,6,GT,M. A. Chidambaram,93,80.83,55
Tim David,213,51.84,143.3,5,DC,M. A. Chidambaram,84,73.2,72
Devon Conway,168,32.59,173.23,1,SRH,Chinnaswamy,6,21.18,19
Dawid Malan,198,45.52,102.81,5,KKR,M. A. Chidambaram,69,62.13,48
Ravindra Jadeja,222,33.4,154.48,4,GT,Wankhede,35,68.37,59
Prithvi Shaw,118,49.38,157.76,1,GT,Eden Gardens,61,41.28,37
Chetan Sakariya,109,21.64,141.33,6,RCB,Arun Jaitley,28,31.92,23
Yashasvi Jaiswal,160,48.47,134.84,5,GT,Eden Gardens,56,39.18,35
Sanju Samson,277,35.8,108.21,5,KKR,M. A. Chidambaram,78,25.93,39
MS Dhoni,43,37.16,124.65,3,RCB,Narendra Modi,52,16.62,36
KS Bharat,230,25.55,127.82,6,GT,M. A. Chidambaram,104,60.9,35
Kane Williamson,214,47.59,153.61,3,CSK,M. A. Chidambaram,55,69.38,69
Axar Patel,262,40.71,154.01,6,LSG,DY Patil,58,82.06,75
Ben Stokes,106,37.67,162.67,6,KKR,Chinnaswamy,0,77.6,52
Suyash Sharma,27,54.15,156.74,5,SRH,DY Patil,87,80.58,58
Sai Sudharsan,126,48.94,178.64,1,CSK,Chinnaswamy,27,30.95,33
Rahmanullah Gurbaz,74,37.62,122.96,5,DC,Arun Jaitley,59,69.42,62
Krunal Pandya,149,37.47,140.67,1,KKR,Narendra Modi,91,34.88,38
Shivam Dube,190,51.67,143.98,6,CSK,Arun Jaitley,116,55.54,44
Rahmanullah Gurbaz,196,38.18,115.1,4,RR,DY Patil,24,14.95,24
Marcus Stoinis,154,37.93,123.01,7,DC,Narendra Modi,112,68.87,57
Riyan Parag,125,51.93,161.26,4,GT,Arun Jaitley,11,48.07,46
Rinku Singh,135,21.19,130.76,1,DC,Wankhede,111,36.23,40
Yashasvi Jaiswal,287,26.19,179.6,4,RR,Wankhede,5,88.15,71
Faf du Plessis,231,51.28,106.23,1,DC,Wankhede,53,66.14,56
Andre Russell,229,46.61,113.74,3,LSG,Wankhede,106,56.3,49
Nicholas Pooran,279,21.23,167.18,2,RR,DY Patil,14,82.78,45
Sarfaraz Khan,92,31.47,177.01,5,SRH,Eden Gardens,2,60.83,39
Cameron Green,294,43.32,146.27,2,GT,DY Patil,8,69.52,60
Harry Brook,281,53.8,140.63,3,SRH,DY Patil,0,52.85,43
Ishan Kishan,73,40.68,105.03,2,SRH,Arun Jaitley,4,26.94,47
Liam Livingstone,101,43.89,160.14,4,SRH,DY Patil,105,87.14,80
Josh Inglis,258,20.31,111.66,3,MI,DY Patil,9,13.16,19
Marcus Stoinis,250,51.75,165.58,1,RR,Eden Gardens,115,75.31,65
Rahmanullah Gurbaz,58,49.03,119.55,3,RR,Wankhede,107,29.35,50
Nitish Rana,143,27.82,166.02,6,PBKS,M. A. Chidambaram,70,56.55,44
Ruturaj Gaikwad,79,28.26,112.82,6,DC,Eden Gardens,71,50.27,31
Hardik Pandya,95,36.88,169.77,3,SRH,Narendra Modi,36,12.5,30
Venkatesh Iyer,14,32.07,148.36,7,GT,Eden Gardens,93,38.8,43
Jos Buttler,180,27.07,133.76,4,CSK,M. A. Chidambaram,22,52.12,48
Shreyas Iyer,44,24.27,175.03,7,MI,Wankhede,31,73.85,43
Pat Cummins,165,33.61,148.21,1,PBKS,Wankhede,49,60.07,38
Sai Sudharsan,149,36.27,171.11,7,SRH,Wankhede,119,52.12,52
Virat Kohli,202,38.8,115.09,2,PBKS,Wankhede,12,31.93,33
Tim David,14,52.92,134.94,6,RCB,Eden Gardens,2,17.4,50
Yashasvi Jaiswal,281,23.59,149.62,5,CSK,M. A. Chidambaram,106,62.77,48
Riyan Parag,289,20.5,131.39,2,RR,M. A. Chidambaram,113,68.47,34
Washington Sundar,228,49.19,155.94,3,KKR,M. A. Chidambaram,5,12.21,23
Marcus Stoinis,49,45.2,147.88,7,RCB,Chinnaswamy,57,49.75,59
Harry Brook,38,54.53,151.65,6,PBKS,DY Patil,90,55.89,60
Ishan Kishan,210,31.84,102.67,1,CSK,Wankhede,97,11.45,34
Sam Curran,87,29.97,152.48,4,KKR,Chinnaswamy,34,74.29,54
Dawid Malan,80,43.98,110.5,4,LSG,M. A. Chidambaram,14,65.92,56
Moeen Ali,81,36.57,105.65,2,MI,Chinnaswamy,74,78.96,57
Liam Livingstone,246,43.45,169.73,1,SRH,Arun Jaitley,115,45.32,51
Rahul Tripathi,137,20.92,114.11,2,RR,DY Patil,10,55.05,47
MS Dhoni,16,43.59,155.48,1,LSG,Wankhede,37,53.89,40
Suyash Sharma,94,43.18,138.0,6,MI,Wankhede,5,81.38,56
Hardik Pandya,290,21.15,156.69,3,CSK,Chinnaswamy,32,21.04,18
Andre Russell,269,26.76,177.77,4,RR,Eden Gardens,36,17.12,27
Dawid Malan,194,33.49,179.27,5,KKR,Chinnaswamy,17,75.53,48
Ruturaj Gaikwad,211,34.88,100.91,1,GT,Chinnaswamy,71,81.85,56
Marcus Stoinis,129,53.79,132.95,2,RR,Arun Jaitley,67,46.33,44
Pat Cummins,222,20.15,118.21,6,LSG,Arun Jaitley,81,67.81,47
Devon Conway,181,33.59,118.91,2,LSG,Eden Gardens,108,30.79,35
Manish Pandey,17,49.29,172.53,4,SRH,Eden Gardens,72,11.81,26
David Warner,237,28.34,162.56,1,SRH,Narendra Modi,91,82.9,62
Mayank Agarwal,173,54.58,125.26,1,RR,Wankhede,53,50.23,44
Dinesh Karthik,122,29.41,143.69,2,RCB,DY Patil,88,27.54,37
Suyash Sharma,85,45.01,125.99,3,GT,Arun Jaitley,95,31.3,32
Rahmanullah Gurbaz,227,35.13,106.54,6,PBKS,Narendra Modi,42,81.63,68
Sanju Samson,11,28.22,127.38,5,LSG,Arun Jaitley,38,41.33,42
Glenn Maxwell,141,36.12,179.39,4,RR,Eden Gardens,2,56.2,37
Nitish Rana,126,48.43,159.62,2,DC,Chinnaswamy,89,27.46,45
Jonny Bairstow,106,36.86,122.66,2,KKR,Arun Jaitley,6,46.66,54
Venkatesh Iyer,288,43.27,120.35,1,LSG,DY Patil,47,55.47,44
Tim David,190,53.52,134.92,3,RR,Eden Gardens,80,49.91,48
Harry Brook,20,24.35,149.25,1,CSK,Narendra Modi,67,36.67,46
MS Dhoni,218,21.73,130.76,5,SRH,Wankhede,36,16.89,24
Shreyas Iyer,53,25.88,171.03,4,RR,Arun Jaitley,14,82.59,51
Shikhar Dhawan,62,53.24,160.67,5,PBKS,Chinnaswamy,6,44.83,46
Chetan Sakariya,52,39.69,158.23,3,RR,Chinnaswamy,22,73.02,46
Nicholas Pooran,217,49.54,174.57,5,GT,Chinnaswamy,28,89.37,59
Tim David,283,44.47,151.11,4,KKR,Wankhede,81,89.49,73
Jason Roy,290,47.01,168.91,4,MI,Arun Jaitley,113,45.38,45
Dinesh Karthik,259,52.8,165.79,4,PBKS,Eden Gardens,62,75.6,79
Shreyas Iyer,140,37.73,102.05,2,PBKS,M. A. Chidambaram,84,13.27,38
Mayank Agarwal,77,30.4,127.43,7,CSK,Narendra Modi,31,20.24,17
Venkatesh Iyer,17,22.33,162.98,5,RCB,Chinnaswamy,92,38.58,20
KS Bharat,66,52.36,156.08,6,SRH,Eden Gardens,58,21.11,41
Travis Head,21,32.79,141.53,2,RCB,Chinnaswamy,61,55.91,51
Rinku Singh,33,46.76,131.83,7,SRH,Eden Gardens,9,72.24,52
Glenn Maxwell,143,31.55,114.9,7,KKR,M. A. Chidambaram,89,72.12,59
Dinesh Karthik,141,42.47,165.76,6,LSG,Chinnaswamy,66,82.77,54
Abhishek Sharma,155,41.66,134.67,6,DC,Arun Jaitley,20,88.74,60
Josh Inglis,128,52.46,105.23,7,LSG,Arun Jaitley,41,51.7,50
Rohit Sharma,12,36.53,109.27,4,RR,M. A. Chidambaram,4,75.59,70
Tim David,15,41.09,132.29,5,CSK,Wankhede,54,27.31,46
Shivam Dube,77,41.41,171.5,2,SRH,DY Patil,59,32.67,48
Kyle Mayers,132,35.85,161.1,1,MI,Chinnaswamy,38,88.84,53
Deepak Hooda,141,40.29,127.58,6,CSK,DY Patil,96,47.7,59
Andre Russell,154,42.88,153.99,3,RR,Chinnaswamy,50,69.58,68
Rilee Rossouw,274,44.25,118.57,5,SRH,Narendra Modi,71,76.66,59
Chetan Sakariya,64,31.1,117.38,4,LSG,Arun Jaitley,104,39.22,48
Ajinkya Rahane,61,37.77,134.61,5,SRH,Narendra Modi,114,60.69,56
Ravindra Jadeja,56,51.97,120.29,4,PBKS,DY Patil,120,55.51,47
Noor Ahmad,288,38.75,100.09,5,GT,Eden Gardens,37,31.1,41
Suyash Sharma,103,37.89,136.99,4,RCB,DY Patil,13,51.68,55
Shimron Hetmyer,70,20.95,128.36,4,RR,Eden Gardens,49,58.81,51
Travis Head,262,35.47,101.41,6,PBKS,Narendra Modi,27,22.43,20
Nitish Rana,159,35.13,101.72,1,PBKS,Narendra Modi,0,69.6,63
Virat Kohli,220,40.32,161.83,5,GT,Wankhede,65,44.09,34
Shahrukh Khan,280,42.52,125.87,5,KKR,Wankhede,69,75.29,57
Ishan Kishan,273,37.52,100.37,4,SRH,Eden Gardens,113,11.55,20
KS Bharat,299,26.15,129.88,7,KKR,DY Patil,20,39.18,40
Ishan Kishan,271,21.05,116.27,1,RCB,Wankhede,46,26.26,23
Hardik Pandya,40,54.51,141.33,6,DC,Narendra Modi,105,84.8,61
Suyash Sharma,283,36.77,148.51,6,CSK,Narendra Modi,28,89.97,77
Rahul Tripathi,275,48.42,114.98,6,MI,DY Patil,17,31.06,42
Tilak Varma,58,51.84,165.47,5,KKR,Wankhede,33,40.46,44
Chetan Sakariya,92,24.39,122.52,6,DC,DY Patil,22,36.64,37
Harpreet Singh,33,45.41,110.87,4,DC,Eden Gardens,44,70.37,70
Shivam Dube,74,34.1,150.08,3,LSG,DY Patil,66,79.49,52
Jitesh Sharma,107,54.47,140.87,5,KKR,Narendra Modi,68,84.69,68
Marcus Stoinis,227,25.97,141.76,7,MI,M. A. Chidambaram,90,80.4,60
Chetan Sakariya,43,23.54,165.64,7,SRH,Arun Jaitley,79,14.51,26
Travis Head,59,32.86,134.07,3,DC,Wankhede,26,55.01,39
Rahmanullah Gurbaz,88,27.13,149.89,2,LSG,Arun Jaitley,14,29.32,30
Mayank Agarwal,160,30.07,119.84,5,KKR,Eden Gardens,80,28.93,30
Ishan Kishan,265,43.86,129.95,7,RCB,Wankhede,6,69.84,68
Pat Cummins,81,50.14,166.73,4,CSK,Arun Jaitley,10,27.5,53
Tim David,84,50.45,135.37,4,MI,M. A. Chidambaram,5,17.6,48
KL Rahul,55,29.37,175.11,5,PBKS,Eden Gardens,109,71.57,47
Deepak Hooda,267,35.98,123.78,4,DC,Arun Jaitley,76,76.12,65
Suyash Sharma,209,54.04,118.45,4,RCB,Arun Jaitley,99,87.5,64
Axar Patel,166,27.31,103.83,4,RCB,Narendra Modi,81,39.93,26
Faf du Plessis,132,52.85,116.26,6,KKR,DY Patil,51,24.88,46
Sarfaraz Khan,275,50.01,166.01,3,MI,Eden Gardens,19,33.78,42
Jonny Bairstow,298,34.91,176.17,4,RR,Narendra Modi,51,78.88,62
Chetan Sakariya,274,26.73,117.42,3,SRH,Eden Gardens,8,15.26,18
Abhishek Sharma,48,27.72,170.86,4,CSK,M. A. Chidambaram,93,33.78,44
Cameron Green,64,29.92,108.53,3,LSG,M. A. Chidambaram,43,23.55,23
Axar Patel,81,24.37,120.34,4,DC,Wankhede,49,60.92,37
Shikhar Dhawan,280,39.27,115.07,6,CSK,Narendra Modi,104,63.72,49
Shikhar Dhawan,132,20.61,160.89,7,SRH,M. A. Chidambaram,7,69.75,55
Moeen Ali,123,31.6,168.1,5,PBKS,Chinnaswamy,104,24.27,34
Rilee Rossouw,36,45.99,130.0,6,CSK,DY Patil,18,60.58,46
Shubman Gill,286,41.65,179.5,6,LSG,Chinnaswamy,25,80.27,56
Quinton de Kock,110,43.52,134.77,1,KKR,Chinnaswamy,28,57.77,45
Glenn Maxwell,12,44.74,157.99,7,CSK,Chinnaswamy,80,66.95,51
Ishan Kishan,262,23.32,115.94,5,CSK,Chinnaswamy,64,86.29,67
Shikhar Dhawan,126,41.35,123.03,7,SRH,M. A. Chidambaram,117,71.77,67
Will Jacks,297,48.47,142.96,4,LSG,Chinnaswamy,74,78.69,57
Rahmanullah Gurbaz,219,32.07,149.73,2,SRH,Narendra Modi,66,22.51,24
Manish Pandey,204,20.3,156.49,5,KKR,DY Patil,49,61.53,31
Virat Kohli,270,39.05,145.73,6,LSG,Wankhede,106,80.32,53
Manish Pandey,226,49.14,137.95,2,SRH,Arun Jaitley,96,13.99,27
Will Jacks,230,42.9,117.08,2,RCB,DY Patil,18,17.77,27
Rilee Rossouw,230,30.94,117.88,5,KKR,Chinnaswamy,12,21.55,39
Will Jacks,20,21.05,160.22,7,SRH,Arun Jaitley,18,32.23,39
MS Dhoni,273,31.54,134.0,7,DC,Chinnaswamy,112,25.18,19
Virat Kohli,137,51.83,164.98,4,LSG,Eden Gardens,116,51.49,52
Rinku Singh,96,32.66,133.33,4,DC,Chinnaswamy,23,11.22,37
Ishan Kishan,204,38.76,127.0,3,KKR,M. A. Chidambaram,12,22.81,38
Andre Russell,80,27.0,165.17,7,CSK,DY Patil,18,48.36,32
Sarfaraz Khan,142,47.77,117.87,4,GT,DY Patil,19,75.65,53
Tim David,40,46.25,172.29,5,LSG,M. A. Chidambaram,90,14.29,40
Will Jacks,158,20.08,153.07,6,KKR,Chinnaswamy,26,40.65,32
Harry Brook,190,43.32,105.66,3,RR,Eden Gardens,20,29.95,43
Shreyas Iyer,293,34.33,160.86,6,CSK,Wankhede,28,45.29,35
Kane Williamson,133,35.61,118.62,1,GT,Eden Gardens,101,84.19,59
MS Dhoni,109,21.93,133.13,2,CSK,Wankhede,5,15.68,22
Rohit Sharma,68,49.64,112.8,3,LSG,Eden Gardens,105,57.4,53
Ben Stokes,209,34.2,140.24,7,LSG,DY Patil,73,36.29,31
Hardik Pandya,210,42.41,148.85,6,MI,Eden Gardens,105,42.56,38
Harpreet Singh,270,46.76,130.97,7,PBKS,DY Patil,100,23.21,32
Venkatesh Iyer,100,38.01,112.51,2,LSG,Wankhede,80,81.54,66
Sai Sudharsan,289,42.43,127.49,7,DC,DY Patil,1,26.22,42
MS Dhoni,189,53.02,157.95,3,MI,M. A. Chidambaram,58,57.14,52
Ruturaj Gaikwad,198,39.13,101.7,2,KKR,M. A. Chidambaram,85,68.09,44
Ben Stokes,284,35.19,141.56,7,RCB,Arun Jaitley,64,43.74,46
Nitish Rana,13,38.88,153.9,4,SRH,Eden Gardens,60,41.52,44
Jonny Bairstow,57,51.96,171.79,3,RCB,Wankhede,42,48.56,42
Jos Buttler,145,22.5,167.49,1,KKR,Narendra Modi,35,27.43,26
Kane Williamson,176,25.81,105.55,4,PBKS,Arun Jaitley,12,13.61,22
Harpreet Singh,55,33.94,148.99,2,DC,Narendra Modi,4,72.95,48
Ruturaj Gaikwad,228,37.18,169.04,4,RCB,Wankhede,20,29.58,46
Jason Roy,248,23.74,101.58,6,RR,DY Patil,19,36.0,37
Cameron Green,276,32.78,154.92,3,RR,Wankhede,85,15.19,39
Kane Williamson,195,50.3,165.41,2,LSG,M. A. Chidambaram,68,24.64,46
Rahul Tripathi,154,53.08,109.62,7,PBKS,Narendra Modi,31,43.78,61
Dinesh Karthik,25,35.69,165.36,3,RCB,Eden Gardens,21,55.12,56
Washington Sundar,95,48.67,168.34,2,SRH,M. A. Chidambaram,36,54.59,61
Kyle Mayers,292,54.6,170.4,6,LSG,Narendra Modi,28,86.73,86
Yashasvi Jaiswal,263,54.02,150.04,4,SRH,M. A. Chidambaram,23,88.74,73
Shreyas Iyer,150,39.96,140.62,6,RCB,Wankhede,116,86.28,59
Jason Roy,277,35.41,160.28,2,MI,Eden Gardens,87,34.39,49
Rilee Rossouw,63,20.03,105.31,6,SRH,M. A. Chidambaram,61,63.52,45
Suyash Sharma,173,27.86,162.46,3,GT,Eden Gardens,31,51.6,51
Prithvi Shaw,200,46.88,139.43,3,PBKS,DY Patil,44,78.75,75
Jason Roy,200,21.47,152.64,5,DC,Arun Jaitley,65,76.88,43
Will Jacks,281,31.08,152.6,1,LSG,Narendra Modi,5,22.36,18
Pat Cummins,126,29.13,112.24,5,MI,Wankhede,64,48.1,48
Josh Inglis,106,21.66,162.61,2,PBKS,DY Patil,4,81.58,57
Jonny Bairstow,100,31.56,102.32,2,SRH,Chinnaswamy,87,74.18,60
Nicholas Pooran,25,48.38,174.85,6,RCB,DY Patil,83,48.19,60
Marcus Stoinis,190,38.38,140.39,6,LSG,DY Patil,104,87.48,69
Sam Curran,254,26.97,175.64,1,LSG,Chinnaswamy,110,60.4,53
Krunal Pandya,165,40.98,100.93,2,RCB,Narendra Modi,97,72.6,54
Riyan Parag,169,38.66,104.62,4,LSG,M. A. Chidambaram,89,41.5,34
Rahul Tripathi,257,29.27,110.2,7,KKR,DY Patil,96,63.13,57
Rahul Tripathi,41,40.88,177.48,2,RR,Wankhede,47,16.18,42
Devdutt Padikkal,238,32.6,122.42,2,CSK,Chinnaswamy,110,53.64,34
Chetan Sakariya,158,51.2,136.85,4,MI,Wankhede,46,79.34,80
Kane Williamson,246,41.89,173.99,3,LSG,Wankhede,96,21.82,35
Jos Buttler,257,48.66,111.34,7,SRH,Eden Gardens,84,10.67,44
Faf du Plessis,36,27.08,120.94,3,SRH,Narendra Modi,101,84.44,47
Heinrich Klaasen,10,40.08,111.75,7,KKR,Chinnaswamy,117,11.15,21
David Warner,178,20.64,134.59,1,RCB,M. A. Chidambaram,113,84.58,56
Shivam Dube,140,41.0,153.28,2,PBKS,DY Patil,104,33.51,43
Jos Buttler,86,21.3,174.98,5,KKR,M. A. Chidambaram,50,41.43,45
David Warner,122,26.65,153.74,7,KKR,Eden Gardens,87,40.5,47
Matthew Wade,217,49.1,163.35,3,DC,DY Patil,101,23.51,48
Shreyas Iyer,110,41.08,154.73,5,DC,Chinnaswamy,21,44.51,54
Heinrich Klaasen,158,30.56,155.52,5,MI,Wankhede,92,10.79,16
Dawid Malan,240,55.0,173.25,6,MI,Eden Gardens,19,66.75,68
Andre Russell,188,51.14,116.13,3,GT,Chinnaswamy,63,15.88,28
Matthew Wade,216,24.76,103.58,6,LSG,DY Patil,34,20.65,14
Dinesh Karthik,170,54.83,160.3,6,RR,Arun Jaitley,100,44.35,47
Jos Buttler,163,32.49,120.13,6,KKR,Arun Jaitley,115,43.36,43
Rohit Sharma,27,53.19,147.93,7,RR,Narendra Modi,109,58.16,67
Chetan Sakariya,107,22.15,164.26,5,KKR,Arun Jaitley,17,11.68,17
Pat Cummins,182,45.84,102.06,5,LSG,DY Patil,32,35.81,49
Rilee Rossouw,17,39.78,172.18,7,DC,Wankhede,105,83.81,53
Harry Brook,201,40.7,125.01,3,GT,Eden Gardens,85,40.02,54
Shreyas Iyer,70,54.41,178.22,4,RR,Narendra Modi,28,44.35,58
Sanju Samson,204,45.36,172.12,1,CSK,Chinnaswamy,85,46.49,38
Jonny Bairstow,102,50.15,145.52,2,GT,M. A. Chidambaram,17,58.03,47
Mayank Agarwal,42,35.25,124.31,3,RR,Eden Gardens,29,10.72,28
Venkatesh Iyer,282,21.84,122.39,2,PBKS,Narendra Modi,56,48.3,36
Sai Sudharsan,172,21.55,166.32,2,LSG,Narendra Modi,6,81.28,46
Jason Roy,190,26.19,175.66,1,LSG,Wankhede,111,38.56,26
Krunal Pandya,278,48.9,132.17,6,MI,Narendra Modi,53,27.31,34
Quinton de Kock,85,50.3,142.56,3,MI,M. A. Chidambaram,12,45.83,38
Quinton de Kock,166,46.0,169.21,5,RCB,Arun Jaitley,95,36.56,39
Tilak Varma,203,42.53,120.85,4,SRH,Chinnaswamy,41,49.89,42
Liam Livingstone,245,24.6,130.5,5,SRH,Chinnaswamy,105,86.35,50
Cameron Green,202,33.43,177.54,2,KKR,M. A. Chidambaram,110,79.75,65
Ben Stokes,289,33.05,160.96,5,KKR,M. A. Chidambaram,103,49.75,33
Virat Kohli,120,31.4,152.72,6,LSG,Chinnaswamy,114,87.59,63
KS Bharat,208,32.49,163.77,7,RR,Chinnaswamy,91,87.46,60
Abhishek Sharma,101,44.71,138.22,6,MI,Arun Jaitley,86,29.53,29
Prithvi Shaw,30,32.85,152.24,6,LSG,M. A. Chidambaram,38,56.36,55
MS Dhoni,276,42.88,124.14,1,DC,DY Patil,3,29.92,31
Andre Russell,164,30.82,137.82,2,RCB,Arun Jaitley,37,43.68,39
Matthew Wade,37,28.57,149.35,3,RCB,Chinnaswamy,41,81.23,55
David Warner,24,27.79,116.46,4,PBKS,Eden Gardens,91,65.95,41
Rahmanullah Gurbaz,85,25.24,129.42,1,GT,Eden Gardens,64,72.94,48
Glenn Maxwell,77,46.73,149.17,1,DC,DY Patil,34,12.15,41
Sanju Samson,261,26.04,159.59,3,RR,DY Patil,56,34.11,24
Jason Roy,271,49.6,129.82,2,RCB,Chinnaswamy,1,26.08,50
Sam Curran,60,40.37,177.96,1,KKR,M. A. Chidambaram,65,16.24,25
Devdutt Padikkal,22,48.71,105.09,1,RR,Wankhede,80,11.18,24
Tilak Varma,130,38.27,161.32,6,KKR,M. A. Chidambaram,9,72.66,58
Travis Head,107,52.97,130.46,7,SRH,Arun Jaitley,0,82.52,76
Rahul Tripathi,66,45.49,142.13,6,CSK,Narendra Modi,7,75.62,67
Washington Sundar,130,47.61,135.57,5,PBKS,Narendra Modi,34,76.71,71
Andre Russell,30,33.07,123.3,3,CSK,M. A. Chidambaram,101,15.25,33
MS Dhoni,89,29.74,119.82,4,MI,M. A. Chidambaram,41,51.26,34
Rohit Sharma,53,43.69,162.46,7,GT,DY Patil,106,42.5,41
Dinesh Karthik,254,38.6,170.96,2,PBKS,Narendra Modi,11,69.53,49
Shimron Hetmyer,84,42.58,113.95,2,DC,Arun Jaitley,30,87.47,76
Rahmanullah Gurbaz,33,45.08,151.16,1,PBKS,M. A. Chidambaram,31,53.66,50
Suryakumar Yadav,38,50.67,131.09,6,KKR,Chinnaswamy,59,63.06,64
David Miller,96,51.08,168.94,1,GT,DY Patil,108,43.66,60
Glenn Maxwell,260,20.56,145.52,6,MI,DY Patil,87,44.52,36
Matthew Wade,81,33.48,154.25,6,RR,Wankhede,97,49.04,36
Abhishek Sharma,120,38.19,175.74,6,PBKS,DY Patil,112,61.59,63
Ravindra Jadeja,268,36.02,127.75,6,PBKS,Eden Gardens,77,63.98,53
Rahul Tripathi,47,51.95,171.29,1,RCB,M. A. Chidambaram,45,40.89,39
Mayank Agarwal,93,54.24,131.92,3,KKR,Arun Jaitley,108,31.13,37
Shahrukh Khan,45,51.86,171.93,7,PBKS,Wankhede,22,48.75,52
Glenn Maxwell,260,33.51,125.15,2,DC,DY Patil,97,56.26,52
